State,Date,Season,Temp_Max_C,Temp_Min_C,Humidity_pct,Rainfall_mm,WindSpeed_kmh,SolarRad_Wm2,Evapotranspiration
Himachal Pradesh,2019-10-19,Kharif,14.3,5.0,63.8,46.2,12.4,304.7,5.63
Jharkhand,2022-10-30,Kharif,29.2,21.3,63.4,71.2,9.4,325.3,3.61
Arunachal Pradesh,2021-07-09,Kharif,27.8,16.2,74.4,25.0,13.4,226.0,6.05
Andhra Pradesh,2022-05-21,Zaid,37.9,31.2,58.9,0.0,19.0,303.7,5.38
Uttar Pradesh,2021-01-16,Rabi,22.8,17.2,61.2,0.0,23.4,135.3,3.6
Gujarat,2019-02-06,Rabi,37.0,28.7,54.3,41.7,30.7,221.2,4.15
Punjab,2021-09-12,Kharif,23.8,14.6,64.4,9.0,8.7,236.2,5.3
Dadra and Nagar Haveli,2021-10-17,Kharif,21.2,15.8,63.9,28.2,14.4,258.9,4.37
Bihar,2021-10-21,Kharif,27.1,20.6,65.8,39.8,24.8,259.0,4.92
Gujarat,2020-01-09,Rabi,37.5,27.4,64.5,20.5,21.7,319.3,5.44
Mizoram,2019-01-03,Rabi,22.7,17.7,54.2,0.0,18.0,238.5,5.66
Jharkhand,2019-03-19,Rabi,34.3,22.8,54.9,16.7,3.3,173.1,6.36
Mizoram,2020-09-05,Kharif,23.7,18.7,94.9,85.5,5.9,261.1,6.44
Delhi,2020-10-27,Kharif,25.4,19.1,63.3,14.2,27.4,207.3,5.75
Mizoram,2021-12-29,Rabi,29.3,18.6,55.9,59.7,14.8,196.7,3.52
Andaman and Nicobar Islands,2022-12-18,Rabi,27.7,19.7,74.7,65.4,11.6,355.2,4.15
West Bengal,2019-11-08,Rabi,33.7,24.0,66.7,80.5,10.6,174.2,2.24
Sikkim,2019-08-04,Kharif,34.3,29.2,64.3,30.4,31.9,248.6,4.5
Daman and Diu,2021-07-03,Kharif,20.0,14.1,62.0,13.2,8.5,245.9,1.75
Daman and Diu,2021-08-07,Kharif,31.3,26.7,68.2,64.7,27.1,250.4,3.37
Daman and Diu,2021-10-17,Kharif,26.1,16.4,69.5,0.0,9.6,256.0,6.83
Puducherry,2019-03-11,Rabi,30.0,20.5,66.6,115.4,9.5,294.1,7.3
Puducherry,2021-06-29,Kharif,33.7,29.2,66.4,82.0,3.5,227.0,5.53
Meghalaya,2021-07-17,Kharif,18.8,9.0,72.8,0.0,31.4,218.3,5.06
Manipur,2022-07-18,Kharif,35.2,30.0,57.7,104.3,11.8,314.4,4.65
Mizoram,2021-05-08,Zaid,25.5,19.4,64.6,59.4,18.9,293.0,4.66
Mizoram,2020-03-23,Rabi,40.2,33.7,63.9,57.3,31.9,262.8,4.16
Dadra and Nagar Haveli,2020-11-05,Rabi,20.0,8.2,50.8,4.5,7.9,285.7,4.69
Ladakh,2022-10-09,Kharif,23.6,12.7,60.0,32.8,16.4,263.5,4.4
Tamil Nadu,2019-08-12,Kharif,23.9,14.8,74.8,15.9,31.4,254.8,3.69
Andaman and Nicobar Islands,2020-03-28,Rabi,22.1,12.9,84.5,82.7,30.7,143.7,3.82
Rajasthan,2019-09-23,Kharif,31.8,23.1,22.8,3.8,25.6,266.1,6.95
Andaman and Nicobar Islands,2020-11-16,Rabi,28.1,18.6,54.8,52.9,22.3,342.2,3.23
Jharkhand,2019-07-26,Kharif,26.9,18.4,60.5,0.0,11.2,217.7,4.19
Maharashtra,2020-01-06,Rabi,36.8,26.2,82.3,48.5,17.8,247.2,6.77
Jharkhand,2020-06-22,Kharif,30.2,18.9,49.7,113.3,28.9,262.8,2.77
Nagaland,2020-10-31,Kharif,25.8,18.8,62.0,0.0,23.3,248.5,4.97
Arunachal Pradesh,2020-02-03,Rabi,25.2,14.7,62.4,15.1,20.8,301.4,1.82
Bihar,2020-11-12,Rabi,23.4,14.0,64.0,47.4,17.6,286.3,5.29
Tripura,2020-08-15,Kharif,32.9,26.4,68.8,93.3,15.2,324.1,4.99
Madhya Pradesh,2020-12-24,Rabi,35.4,25.5,56.5,42.9,12.7,280.3,3.88
Kerala,2021-04-13,Zaid,31.4,19.6,91.5,23.0,14.5,266.1,6.17
Manipur,2021-06-10,Kharif,30.9,25.4,60.4,39.7,27.1,216.2,4.9
Odisha,2019-07-01,Kharif,38.0,31.1,67.6,28.4,6.0,226.9,3.77
Bihar,2020-08-18,Kharif,29.6,22.2,51.4,0.0,33.7,264.7,4.12
Madhya Pradesh,2019-12-22,Rabi,31.2,19.4,58.7,25.6,12.6,226.8,7.0
Kerala,2022-09-17,Kharif,26.5,21.6,86.8,62.2,11.8,139.9,2.6
Daman and Diu,2020-07-01,Kharif,33.9,22.3,70.4,14.7,19.4,259.0,5.23
Rajasthan,2019-01-25,Rabi,37.4,28.6,39.7,5.1,16.6,258.2,4.97
Andhra Pradesh,2020-02-25,Rabi,44.0,34.6,31.6,59.0,25.1,275.9,3.75
Arunachal Pradesh,2022-08-25,Kharif,22.4,10.8,81.3,124.2,15.3,232.3,3.02
West Bengal,2021-09-12,Kharif,23.5,17.2,60.4,50.8,6.7,263.6,4.18
Haryana,2020-11-08,Rabi,31.9,20.1,55.0,96.4,21.3,241.7,4.23
Bihar,2021-04-07,Zaid,31.1,19.3,71.5,87.4,23.5,143.4,4.94
Punjab,2022-07-14,Kharif,23.0,13.7,60.4,20.2,19.6,253.6,6.43
Tamil Nadu,2020-02-10,Rabi,35.7,28.5,65.8,45.2,20.1,220.3,4.7
Nagaland,2022-06-27,Kharif,26.4,18.0,37.6,53.6,17.2,221.1,7.38
Mizoram,2019-01-16,Rabi,28.3,19.6,54.3,33.6,11.5,268.4,2.86
Karnataka,2020-06-15,Kharif,26.0,17.1,61.9,4.4,1.1,286.0,2.91
Kerala,2020-06-03,Kharif,32.2,20.5,76.8,236.4,18.2,258.8,4.04
Punjab,2022-10-18,Kharif,28.2,17.0,59.9,16.0,6.9,243.6,4.06
Chhattisgarh,2021-02-23,Rabi,43.0,38.3,67.9,27.0,19.6,188.4,3.49
West Bengal,2021-10-29,Kharif,23.4,17.6,55.0,23.4,13.8,186.8,3.45
Karnataka,2022-05-02,Zaid,19.9,12.0,54.8,0.0,17.7,200.3,4.27
Goa,2020-02-17,Rabi,35.9,26.5,52.7,41.5,28.0,226.2,3.23
Delhi,2019-04-12,Zaid,39.3,30.4,54.5,27.4,17.0,309.6,4.62
Uttarakhand,2020-01-10,Rabi,27.9,21.1,61.4,34.6,16.7,186.7,3.45
Andhra Pradesh,2021-10-14,Kharif,18.9,9.8,51.3,45.1,15.4,236.9,1.91
Lakshadweep,2020-12-15,Rabi,29.5,20.4,44.5,57.5,27.2,304.0,3.05
Karnataka,2022-09-25,Kharif,22.8,16.6,56.2,22.5,11.7,271.4,4.44
Gujarat,2020-10-14,Kharif,30.7,23.3,47.3,39.3,14.8,310.3,2.35
Goa,2021-06-11,Kharif,24.4,14.6,71.0,91.7,29.6,235.7,4.84
Jammu and Kashmir,2022-04-23,Zaid,40.1,32.1,58.9,0.0,16.2,305.5,3.49
Madhya Pradesh,2020-04-11,Zaid,33.9,27.6,70.5,24.6,30.1,270.8,5.66
Dadra and Nagar Haveli,2020-09-19,Kharif,29.2,20.4,63.8,37.2,14.3,269.5,5.32
Rajasthan,2019-05-27,Zaid,32.4,24.0,22.0,4.8,21.4,262.8,4.81
Maharashtra,2021-06-24,Kharif,33.2,26.2,80.5,75.2,31.9,263.0,4.72
Meghalaya,2019-05-17,Zaid,33.2,28.1,50.6,0.0,11.6,231.8,4.47
Maharashtra,2019-11-16,Rabi,16.0,7.9,62.0,0.2,14.5,280.3,4.2
Tripura,2021-08-08,Kharif,26.5,20.9,82.7,53.8,22.7,276.4,6.41
Tamil Nadu,2019-01-28,Rabi,31.6,24.8,57.5,68.6,16.0,279.4,4.3
Assam,2021-03-09,Rabi,35.9,27.1,84.7,242.8,17.7,280.8,3.72
Chhattisgarh,2019-02-18,Rabi,31.2,23.8,46.8,68.4,6.6,283.3,3.52
Puducherry,2021-12-03,Rabi,29.7,25.2,55.5,13.5,20.6,289.9,4.68
Tripura,2020-10-03,Kharif,25.6,18.3,60.8,36.1,14.4,248.5,5.58
Jammu and Kashmir,2020-08-19,Kharif,21.9,11.7,70.5,32.3,4.0,234.2,2.43
Gujarat,2022-09-16,Kharif,23.2,14.3,58.3,19.9,27.2,179.8,4.33
Andaman and Nicobar Islands,2021-02-04,Rabi,39.1,32.9,60.3,46.2,24.5,254.2,3.15
Puducherry,2019-12-17,Rabi,27.8,18.0,59.0,91.7,20.0,175.9,4.03
Tamil Nadu,2019-10-02,Kharif,25.0,16.2,68.7,9.6,12.1,233.5,4.6
Nagaland,2019-03-08,Rabi,37.2,30.0,68.2,39.0,20.5,264.1,4.67
Ladakh,2021-07-01,Kharif,22.7,13.4,74.4,10.2,3.3,217.9,6.17
West Bengal,2020-04-08,Zaid,22.3,11.9,62.1,31.5,3.4,239.7,2.57
Sikkim,2020-07-04,Kharif,32.4,25.2,72.9,38.1,28.0,203.2,3.48
Andaman and Nicobar Islands,2019-03-02,Rabi,33.5,25.6,70.9,19.0,21.8,346.1,3.57
Uttar Pradesh,2021-07-17,Kharif,32.3,26.6,65.2,64.4,18.6,326.2,2.17
Nagaland,2021-05-31,Zaid,29.6,24.4,65.5,42.4,18.9,288.5,7.29
Ladakh,2020-04-18,Zaid,40.5,34.2,52.7,11.7,21.3,266.0,4.82
Karnataka,2021-09-11,Kharif,22.1,10.8,55.6,0.0,26.1,181.6,7.5
Kerala,2022-11-22,Rabi,26.3,17.1,76.4,176.7,23.6,295.3,3.1
Himachal Pradesh,2022-08-31,Kharif,18.2,14.0,62.5,35.7,20.8,292.5,3.73
Sikkim,2019-07-18,Kharif,32.7,21.9,50.6,47.3,24.6,231.0,5.3
Tamil Nadu,2019-07-24,Kharif,33.8,27.4,37.6,24.8,22.1,261.4,3.96
Arunachal Pradesh,2022-08-27,Kharif,22.2,10.8,51.6,68.9,20.8,140.1,4.03
Meghalaya,2020-09-29,Kharif,18.9,7.5,39.3,53.8,11.4,310.9,4.59
Punjab,2020-09-07,Kharif,30.6,23.0,43.5,17.8,22.2,270.9,6.59
Daman and Diu,2019-02-06,Rabi,40.8,35.9,90.2,68.2,17.5,323.0,4.63
Rajasthan,2020-06-21,Kharif,34.2,28.4,24.3,7.7,27.7,220.6,2.1
Chandigarh,2021-10-29,Kharif,18.1,8.2,83.1,8.8,10.5,290.5,6.79
Madhya Pradesh,2022-09-09,Kharif,29.0,21.6,51.3,84.7,6.8,321.6,5.97
Rajasthan,2022-06-23,Kharif,42.0,36.1,34.8,3.9,14.9,163.5,2.68
Meghalaya,2020-08-04,Kharif,24.0,12.6,51.5,40.7,8.2,280.1,4.35
Chandigarh,2020-03-28,Rabi,30.1,19.3,62.9,42.2,27.6,289.1,4.71
Daman and Diu,2020-11-19,Rabi,28.8,20.4,64.1,42.8,27.4,179.4,2.5
Himachal Pradesh,2022-02-16,Rabi,19.1,10.8,58.1,0.0,28.7,255.2,2.94
Sikkim,2022-03-04,Rabi,43.1,33.8,55.6,44.4,21.4,279.8,3.92
Chhattisgarh,2022-06-02,Kharif,35.7,26.1,65.8,113.3,29.4,262.0,5.91
Telangana,2022-02-05,Rabi,31.9,26.5,48.5,19.3,25.8,200.1,3.25
Jammu and Kashmir,2021-07-05,Kharif,29.5,24.0,54.2,71.0,10.3,199.4,4.2
Daman and Diu,2021-04-30,Zaid,40.6,33.4,64.0,19.8,12.1,286.8,4.95
Uttarakhand,2020-04-06,Zaid,41.2,30.7,77.6,37.5,9.1,244.5,3.37
Jammu and Kashmir,2020-05-19,Zaid,29.2,22.1,57.7,2.4,23.6,307.2,5.49
West Bengal,2021-12-28,Rabi,25.5,14.6,69.3,65.6,12.0,212.4,3.77
Maharashtra,2019-11-07,Rabi,23.6,16.9,69.1,10.3,20.7,216.0,3.52
Uttarakhand,2019-01-23,Rabi,36.3,28.7,63.2,82.6,26.7,264.1,7.02
Himachal Pradesh,2020-06-06,Kharif,22.2,13.1,71.9,0.0,16.9,296.3,4.46
Manipur,2020-01-31,Rabi,30.1,24.7,69.6,60.5,21.7,233.6,3.81
Odisha,2020-11-30,Rabi,26.8,21.1,63.5,25.7,29.4,203.3,4.05
Mizoram,2022-05-16,Zaid,23.4,13.0,42.9,0.0,13.6,233.7,3.34
Chhattisgarh,2020-08-04,Kharif,19.9,12.8,58.8,16.0,8.6,198.6,5.49
Nagaland,2020-11-10,Rabi,30.5,20.1,59.4,99.4,22.0,221.4,5.3
Manipur,2020-07-04,Kharif,22.6,12.5,66.1,26.2,11.8,247.0,5.55
Jammu and Kashmir,2022-09-03,Kharif,26.8,18.4,62.0,0.0,13.0,325.9,3.93
Jharkhand,2020-01-09,Rabi,35.7,29.2,63.6,75.0,8.0,214.1,3.03
Daman and Diu,2022-04-19,Zaid,43.7,34.1,56.8,58.3,24.4,191.8,6.61
Himachal Pradesh,2021-06-17,Kharif,13.8,6.6,71.8,49.7,28.2,351.7,4.73
Tamil Nadu,2019-08-26,Kharif,31.6,25.5,63.1,49.3,11.6,304.1,4.79
Maharashtra,2020-11-25,Rabi,31.0,23.5,57.2,50.3,21.6,221.5,5.09
Manipur,2020-12-18,Rabi,18.4,7.9,80.6,0.0,22.0,277.2,6.54
Telangana,2021-07-05,Kharif,33.4,29.0,53.2,55.5,15.2,269.8,3.61
Meghalaya,2022-05-21,Zaid,34.5,27.4,53.2,40.0,27.9,262.0,5.22
Maharashtra,2022-01-23,Rabi,36.0,27.6,48.9,5.5,17.5,248.7,3.61
Lakshadweep,2022-10-10,Kharif,30.2,22.8,33.6,45.4,32.0,267.7,5.02
Himachal Pradesh,2020-11-10,Rabi,5.0,-7.0,62.0,59.2,17.1,240.4,3.51
Assam,2021-07-15,Kharif,31.7,20.1,79.1,81.0,22.2,207.6,2.11
West Bengal,2021-12-10,Rabi,28.9,21.0,51.2,104.8,19.2,270.2,4.53
Karnataka,2020-11-30,Rabi,28.6,23.4,46.6,11.1,14.3,289.0,4.2
Ladakh,2021-04-10,Zaid,39.3,32.6,57.3,72.8,16.2,218.5,3.84
Nagaland,2020-03-25,Rabi,47.1,41.4,56.5,89.3,21.1,283.2,6.35
West Bengal,2022-07-09,Kharif,26.1,15.4,62.3,0.0,26.4,256.2,4.33
Chandigarh,2021-05-23,Zaid,25.8,17.9,62.5,74.3,7.3,178.6,6.08
Assam,2019-12-08,Rabi,23.3,15.3,84.4,68.6,2.8,287.6,6.26
Himachal Pradesh,2021-04-26,Zaid,27.8,16.9,62.0,57.7,7.1,203.3,5.26
Rajasthan,2020-10-10,Kharif,32.5,27.2,31.4,9.6,12.4,228.0,3.39
Uttar Pradesh,2021-12-22,Rabi,37.0,31.0,63.5,77.6,12.2,209.4,5.61
Ladakh,2019-11-02,Rabi,21.1,11.2,57.5,24.1,15.0,359.9,4.99
Tripura,2020-02-16,Rabi,37.7,29.5,60.5,40.2,14.4,281.6,5.19
Jammu and Kashmir,2020-07-10,Kharif,29.5,21.6,49.4,121.1,17.1,329.1,5.04
Punjab,2020-09-29,Kharif,26.8,20.8,41.7,6.7,18.1,242.0,2.96
Manipur,2019-04-14,Zaid,29.9,19.4,54.6,25.5,21.8,256.5,2.38
Chhattisgarh,2019-07-03,Kharif,29.3,19.3,52.9,0.0,12.5,304.0,3.82
Karnataka,2020-03-16,Rabi,26.1,18.6,48.5,47.4,23.3,249.5,3.78
Haryana,2021-05-21,Zaid,33.9,29.8,55.5,33.3,36.1,320.0,2.93
Puducherry,2021-09-20,Kharif,15.3,6.1,28.7,65.0,4.1,291.0,6.15
Chandigarh,2021-01-12,Rabi,23.2,18.5,59.9,94.0,9.9,298.2,5.14
Jharkhand,2019-11-29,Rabi,30.8,19.3,50.6,23.6,27.5,313.2,6.04
Andaman and Nicobar Islands,2022-08-19,Kharif,25.2,15.4,66.8,92.6,8.6,164.3,6.44
Goa,2019-10-19,Kharif,27.4,22.5,51.9,68.6,13.7,270.6,3.9
Rajasthan,2020-04-04,Zaid,45.7,39.7,40.7,0.0,30.3,263.9,4.32
Goa,2019-07-26,Kharif,23.3,12.3,50.5,0.0,16.8,204.7,3.87
Jammu and Kashmir,2021-11-25,Rabi,24.1,17.2,87.3,12.3,30.8,241.9,2.18
Gujarat,2020-03-29,Rabi,39.3,30.5,73.5,36.8,18.3,255.3,4.31
Telangana,2020-12-25,Rabi,24.5,13.0,42.5,31.7,13.6,241.4,5.13
Haryana,2020-09-06,Kharif,32.9,27.6,50.9,36.8,11.0,249.6,3.92
Rajasthan,2019-12-01,Rabi,34.3,27.2,19.3,4.1,19.2,333.8,4.84
Tripura,2019-05-02,Zaid,35.2,23.7,56.0,18.5,32.3,296.0,7.65
Goa,2022-11-28,Rabi,26.8,15.1,75.0,75.0,16.2,236.1,7.24
Karnataka,2022-02-23,Rabi,36.9,28.1,50.8,50.7,11.6,293.1,4.18
Karnataka,2019-11-29,Rabi,27.8,19.6,57.9,5.4,16.5,270.7,5.32
Arunachal Pradesh,2019-03-17,Rabi,34.0,28.2,58.4,53.3,21.5,252.4,4.31
Daman and Diu,2020-03-30,Rabi,37.8,33.7,54.2,75.3,15.3,234.8,4.09
Sikkim,2021-07-03,Kharif,32.1,26.5,52.6,35.2,9.9,267.3,1.71
Sikkim,2020-10-27,Kharif,19.9,8.1,43.2,27.1,16.8,165.1,5.08
Chhattisgarh,2020-04-12,Zaid,32.5,28.4,66.1,17.8,23.9,252.5,3.02
Jharkhand,2020-10-25,Kharif,20.2,8.2,72.1,2.4,6.4,203.0,6.32
Jharkhand,2021-06-07,Kharif,30.4,20.0,74.0,27.7,10.5,167.3,4.95
Tamil Nadu,2019-10-30,Kharif,30.3,21.8,77.3,6.6,16.1,247.5,2.31
Odisha,2019-01-18,Rabi,34.4,24.3,54.4,24.3,29.3,223.8,4.23
Assam,2021-01-02,Rabi,30.1,19.9,78.1,237.1,10.3,266.5,4.31
Meghalaya,2021-04-04,Zaid,32.4,28.3,43.8,11.2,11.8,293.9,3.21
Dadra and Nagar Haveli,2022-09-16,Kharif,20.2,13.4,60.1,45.0,15.0,303.7,5.58
Tripura,2021-10-11,Kharif,22.1,16.5,57.1,66.8,28.5,143.4,5.28
Kerala,2020-07-16,Kharif,30.9,26.8,84.5,79.1,15.2,221.1,5.4
Chhattisgarh,2020-02-20,Rabi,28.0,24.0,62.4,40.0,30.9,268.5,5.4
Dadra and Nagar Haveli,2020-11-28,Rabi,27.3,20.5,64.3,61.3,11.2,319.0,6.59
Telangana,2022-08-31,Kharif,17.6,11.8,50.4,93.4,12.5,346.2,4.13
Nagaland,2022-07-02,Kharif,36.7,27.5,69.8,0.0,22.8,241.9,3.02
Daman and Diu,2020-01-03,Rabi,34.6,29.8,55.2,18.0,26.3,160.4,5.04
Bihar,2022-08-27,Kharif,31.4,21.5,79.7,80.1,29.3,318.7,4.29
Odisha,2019-05-21,Zaid,29.9,22.0,60.9,51.9,14.1,295.7,5.11
Punjab,2019-09-21,Kharif,27.7,16.0,36.0,17.5,13.5,80.0,4.01
Sikkim,2019-04-24,Zaid,34.8,24.6,63.1,49.2,25.5,230.5,4.09
Goa,2019-01-14,Rabi,32.6,28.2,56.4,24.5,10.2,220.5,4.94
Rajasthan,2019-05-22,Zaid,36.3,24.4,25.9,6.5,20.9,218.0,4.79
Sikkim,2021-02-05,Rabi,37.9,25.9,52.7,27.3,15.9,256.1,3.0
Jammu and Kashmir,2021-06-30,Kharif,34.5,24.2,59.8,30.5,26.5,209.4,3.97
Andaman and Nicobar Islands,2021-11-12,Rabi,22.4,13.4,67.1,0.0,28.4,282.0,2.87
Telangana,2021-06-21,Kharif,30.6,24.1,61.6,0.0,23.8,163.0,4.05
Dadra and Nagar Haveli,2020-08-27,Kharif,24.2,20.0,78.8,84.9,16.6,187.1,1.78
Ladakh,2022-02-08,Rabi,40.0,31.4,62.4,0.0,15.1,316.3,4.54
Lakshadweep,2022-08-24,Kharif,27.3,16.9,69.8,46.9,21.3,218.7,4.11
Punjab,2021-05-14,Zaid,33.2,28.3,69.1,8.0,15.3,219.1,5.85
West Bengal,2022-06-01,Kharif,47.4,36.4,69.2,8.9,22.6,287.8,5.05
Chandigarh,2022-06-11,Kharif,24.5,15.5,55.8,6.2,9.9,235.7,2.74
Jharkhand,2021-01-31,Rabi,34.7,28.4,59.1,5.7,27.2,318.3,2.71
Chandigarh,2022-12-08,Rabi,30.2,22.7,48.8,93.6,24.2,189.5,5.63
Rajasthan,2021-06-05,Kharif,42.0,35.5,46.7,14.2,40.7,289.6,4.34
Ladakh,2020-05-24,Zaid,30.3,18.9,44.3,66.4,19.9,243.9,5.0
Goa,2022-02-04,Rabi,38.2,27.2,66.3,32.0,23.2,277.6,2.26
Andhra Pradesh,2019-09-03,Kharif,27.7,20.0,54.1,90.8,11.8,263.9,7.0
Bihar,2022-01-08,Rabi,29.3,20.2,68.2,102.7,19.4,268.5,5.71
West Bengal,2022-02-08,Rabi,41.8,37.2,60.4,11.2,19.1,249.6,4.01
Arunachal Pradesh,2021-06-23,Kharif,29.0,19.7,62.3,18.5,1.6,303.2,4.29
Assam,2022-10-19,Kharif,28.8,23.7,79.5,159.4,15.4,371.2,3.19
Dadra and Nagar Haveli,2019-02-08,Rabi,32.7,21.4,61.5,111.5,20.2,214.7,5.11
Gujarat,2019-02-10,Rabi,36.2,25.3,60.1,33.3,28.4,249.7,5.53
Sikkim,2022-05-11,Zaid,30.5,21.0,49.2,38.8,13.1,256.8,2.39
Delhi,2019-09-25,Kharif,22.8,14.4,56.1,89.6,17.4,203.6,3.44
Sikkim,2021-05-06,Zaid,39.3,30.2,38.0,72.4,21.0,260.3,3.66
West Bengal,2020-10-15,Kharif,21.2,14.5,61.2,37.7,32.1,233.5,3.96
West Bengal,2020-07-23,Kharif,26.1,19.2,49.3,43.4,31.8,166.2,4.4
Bihar,2021-06-16,Kharif,35.6,30.6,69.7,56.6,11.5,273.1,3.9
Mizoram,2022-04-04,Zaid,41.0,36.5,75.9,55.1,24.6,180.6,4.17
Tamil Nadu,2022-09-17,Kharif,28.9,24.3,62.2,46.3,15.7,177.0,3.89
Tamil Nadu,2019-02-10,Rabi,37.4,25.4,73.7,0.0,15.5,145.7,6.85
Karnataka,2022-12-18,Rabi,28.1,20.2,93.0,28.1,21.7,240.5,3.61
Arunachal Pradesh,2019-04-29,Zaid,31.9,20.8,59.2,9.4,14.2,171.7,4.78
Punjab,2021-07-21,Kharif,29.5,25.0,57.5,26.5,22.6,281.2,4.58
Odisha,2021-08-13,Kharif,19.3,13.8,55.9,30.3,24.7,192.3,6.43
Maharashtra,2022-04-16,Zaid,34.6,24.1,63.8,38.9,14.6,125.3,5.09
Andhra Pradesh,2019-03-01,Rabi,32.5,27.8,55.3,55.7,22.8,276.6,5.4
Haryana,2020-01-13,Rabi,26.5,14.9,60.3,93.1,13.3,221.0,7.23
Kerala,2019-04-02,Zaid,33.4,26.2,77.2,155.5,19.4,229.8,4.92
Haryana,2020-07-03,Kharif,25.7,19.2,77.0,84.1,14.7,189.0,2.81
Kerala,2019-09-19,Kharif,25.2,20.4,77.4,33.6,20.8,315.8,3.48
Andhra Pradesh,2021-07-14,Kharif,30.0,25.8,68.3,16.3,19.4,283.7,4.36
Telangana,2020-07-04,Kharif,33.3,22.4,64.6,39.7,18.0,297.5,6.14
Punjab,2022-07-07,Kharif,21.7,14.3,43.9,0.0,21.3,255.0,2.89
Sikkim,2019-01-29,Rabi,36.9,27.5,71.5,52.8,15.0,200.1,5.41
Ladakh,2019-12-24,Rabi,26.2,17.5,43.9,59.8,11.5,206.7,5.26
Puducherry,2022-08-25,Kharif,24.9,18.8,72.1,91.9,22.6,331.9,4.96
Telangana,2019-09-01,Kharif,32.0,24.7,47.6,87.1,21.0,214.0,4.98
Puducherry,2020-07-13,Kharif,33.6,26.6,63.7,19.4,16.5,286.3,4.4
Maharashtra,2022-03-13,Rabi,36.7,32.5,80.5,48.9,3.2,184.2,4.71
Madhya Pradesh,2021-01-04,Rabi,30.4,19.0,74.1,72.4,23.1,248.0,5.33
Madhya Pradesh,2019-01-31,Rabi,28.9,22.7,60.8,22.9,13.2,218.7,4.06
Meghalaya,2021-10-17,Kharif,29.9,21.4,36.7,0.0,10.5,327.2,3.54
Punjab,2020-02-28,Rabi,29.9,20.0,63.0,34.8,11.8,214.1,3.76
Nagaland,2021-10-21,Kharif,21.2,13.8,55.0,34.4,0.0,337.4,2.63
Telangana,2020-07-24,Kharif,19.4,11.3,65.3,80.4,16.5,313.9,3.48
Arunachal Pradesh,2020-11-15,Rabi,25.9,16.8,72.1,63.8,16.1,232.0,4.29
Arunachal Pradesh,2020-12-08,Rabi,14.9,3.7,58.9,42.9,26.1,238.4,3.73
Madhya Pradesh,2019-10-11,Kharif,23.0,12.1,75.7,58.2,11.1,357.1,5.17
Sikkim,2020-07-24,Kharif,26.2,20.3,56.6,46.9,21.7,263.5,4.15
Andaman and Nicobar Islands,2022-03-21,Rabi,36.0,30.5,74.1,42.6,11.2,211.3,5.18
Karnataka,2020-04-03,Zaid,34.0,27.0,56.7,13.8,8.8,285.6,4.29
Karnataka,2021-01-24,Rabi,35.2,24.3,57.9,7.8,35.2,305.3,4.23
Chandigarh,2020-01-23,Rabi,34.1,22.9,75.5,32.7,28.9,259.6,6.03
Uttarakhand,2021-03-30,Rabi,28.4,22.4,50.7,52.4,4.5,167.7,3.91
Puducherry,2021-11-26,Rabi,24.4,16.2,63.8,8.4,24.5,265.9,3.2
Manipur,2021-01-30,Rabi,26.2,21.5,33.7,59.5,19.2,244.2,5.95
Kerala,2019-09-25,Kharif,22.3,16.2,77.1,64.4,29.4,332.0,3.43
Delhi,2022-05-05,Zaid,35.7,25.7,48.7,24.5,24.9,375.1,1.75
Uttar Pradesh,2019-08-21,Kharif,28.3,21.0,56.7,27.5,27.6,365.7,4.85
Arunachal Pradesh,2021-01-15,Rabi,37.4,27.9,59.8,18.4,18.1,277.0,2.73
Andaman and Nicobar Islands,2021-05-28,Zaid,29.5,19.0,74.1,23.9,18.3,252.1,5.27
Jammu and Kashmir,2022-09-13,Kharif,20.5,14.1,30.7,68.3,14.7,312.7,5.06
Nagaland,2020-05-18,Zaid,36.1,31.2,68.7,78.9,15.9,230.0,4.73
Karnataka,2022-11-18,Rabi,33.9,23.8,48.5,45.1,23.9,154.5,2.71
Ladakh,2020-09-29,Kharif,25.1,14.0,80.8,50.2,17.2,266.1,6.96
Lakshadweep,2019-08-13,Kharif,19.8,11.9,55.0,76.3,4.2,305.4,6.12
Lakshadweep,2022-06-16,Kharif,31.4,26.9,62.4,7.0,24.5,265.4,5.15
Meghalaya,2021-06-24,Kharif,28.1,19.1,39.3,45.2,7.0,304.6,7.09
Jharkhand,2020-01-16,Rabi,26.6,19.1,54.1,66.6,16.3,260.6,5.6
Nagaland,2022-02-01,Rabi,32.0,25.0,79.1,49.2,29.8,112.9,4.32
Chhattisgarh,2021-04-17,Zaid,37.2,31.2,61.7,53.2,26.3,275.1,6.06
Himachal Pradesh,2020-10-10,Kharif,15.0,7.3,69.6,48.7,11.1,280.1,3.93
Assam,2020-09-12,Kharif,19.4,9.5,85.5,0.0,23.2,252.5,2.4
Ladakh,2021-06-01,Kharif,34.6,25.9,64.1,45.3,17.3,299.5,2.81
Arunachal Pradesh,2019-03-04,Rabi,34.7,25.9,79.0,0.0,20.3,303.7,3.8
Jharkhand,2019-10-20,Kharif,26.6,18.8,58.5,106.1,33.1,244.3,4.06
Chhattisgarh,2020-08-29,Kharif,20.6,14.7,59.9,22.4,9.3,171.4,2.67
Rajasthan,2021-07-27,Kharif,39.3,28.9,28.0,7.1,10.9,150.1,5.56
Assam,2022-10-02,Kharif,18.9,14.7,75.6,141.7,11.1,193.7,5.24
