Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,SoilType,OrganicMatter,ElecConductivity,Zinc_ppm,Crop
21.58,61.59,70.61,29.53,48.21,6.129,95.5,Clay,2.48,0.55,1.146,PigeonPeas
20.22,48.66,78.88,29.93,52.05,6.757,43.4,Red,2.309,1.146,1.314,MothBeans
17.42,57.85,80.2,24.67,44.32,5.944,90.1,Loamy,2.388,0.971,1.007,PigeonPeas
78.15,53.89,100.09,21.0,82.37,6.662,167.8,Laterite,2.131,1.315,1.198,Ginger
88.95,78.07,41.11,25.85,76.31,6.01,119.2,Sandy,1.926,0.986,1.03,Banana
77.52,40.76,87.02,20.53,75.62,7.13,71.7,Clay,1.822,0.51,1.136,Onion
18.68,123.43,188.44,21.16,89.74,5.85,118.3,Clay,1.348,0.959,1.539,Apple
79.53,51.58,103.14,26.91,77.76,6.719,169.0,Loamy,1.944,0.721,1.475,Turmeric
121.45,56.71,97.04,21.71,82.63,6.152,110.8,Loamy,1.556,0.762,1.219,Potato
39.6,53.23,39.41,23.25,58.14,6.138,107.7,Alluvial,2.387,0.181,1.173,Soybean
63.86,45.97,44.17,19.26,63.38,6.379,74.2,Loamy,1.244,0.851,0.584,Mustard
109.84,81.31,50.66,28.65,74.97,5.767,125.7,Sandy,2.573,0.729,0.747,Banana
117.87,53.83,48.57,22.18,87.8,7.088,81.3,Clay,1.844,1.271,1.273,Cotton
90.88,40.51,69.51,22.59,73.23,7.092,70.8,Laterite,2.372,0.656,0.632,Onion
26.26,21.34,36.34,29.05,47.06,6.319,107.5,Black,3.59,1.171,0.686,Mango
38.32,56.14,43.67,25.91,63.1,6.029,85.9,Red,3.057,0.825,1.062,Soybean
22.18,120.48,193.16,23.45,89.43,5.057,85.7,Loamy,1.605,0.868,1.212,Apple
74.48,36.59,81.79,24.32,70.96,6.22,89.9,Loamy,1.911,0.591,1.585,Onion
45.33,68.56,75.74,17.78,59.33,7.678,74.2,Laterite,1.763,1.215,1.357,ChickPea
40.19,70.32,77.79,19.49,61.0,6.605,60.7,Red,1.232,0.353,2.023,ChickPea
98.95,42.15,43.18,25.36,78.82,6.664,175.9,Red,3.084,0.622,0.512,Jute
41.33,66.77,38.68,20.07,61.51,6.053,120.8,Loamy,1.55,1.162,1.648,Soybean
94.97,52.19,42.48,17.51,77.8,6.412,105.6,Loamy,1.854,0.945,1.374,Wheat
116.25,48.01,66.67,25.11,76.4,6.443,148.9,Laterite,1.55,0.978,1.62,Ginger
22.48,67.82,74.36,24.96,53.15,6.01,90.6,Loamy,2.606,1.0,1.267,PigeonPeas
90.14,49.99,58.7,22.33,64.15,5.702,101.6,Laterite,2.279,0.77,1.577,Maize
21.91,69.54,87.77,28.1,51.23,5.874,106.0,Black,1.743,0.429,0.762,PigeonPeas
25.69,66.63,83.74,23.86,56.27,6.067,111.1,Loamy,2.524,0.703,0.581,PigeonPeas
77.19,50.88,33.55,18.5,62.65,7.391,101.2,Red,1.307,1.151,1.14,Wheat
85.17,63.46,39.3,18.38,64.87,6.92,117.7,Loamy,1.708,0.398,1.295,Wheat
19.49,11.58,23.89,27.03,94.91,6.495,125.2,Red,2.312,1.27,2.011,Coconut
35.94,59.77,78.32,15.48,58.87,7.364,64.7,Alluvial,3.658,0.805,1.159,ChickPea
21.68,75.49,91.26,21.82,53.5,6.512,73.7,Alluvial,2.382,0.953,1.039,KidneyBeans
109.61,63.37,107.78,25.45,84.93,6.673,211.6,Clay,2.542,0.775,1.115,Ginger
84.88,36.46,91.92,24.97,69.75,7.061,80.7,Loamy,2.962,0.814,1.097,Onion
84.12,41.7,53.81,21.34,62.77,6.418,76.7,Laterite,2.407,0.587,1.084,Maize
26.92,50.73,33.92,27.28,62.52,6.627,105.8,Black,1.65,0.976,1.546,Groundnut
13.97,24.32,29.12,30.01,43.06,5.934,127.0,Red,3.067,0.781,1.284,Mango
87.2,67.68,116.64,25.99,81.28,6.493,190.1,Black,3.35,0.982,1.644,Turmeric
79.42,33.29,52.08,22.0,66.89,6.998,77.4,Sandy,1.074,1.413,1.12,Sunflower
78.63,48.06,52.36,23.02,61.77,6.611,92.2,Alluvial,2.624,1.106,1.266,Maize
83.22,59.4,76.91,26.19,87.82,7.444,131.1,Laterite,2.454,0.57,0.836,Sugarcane
81.11,70.87,101.49,23.65,84.35,6.349,151.4,Alluvial,2.568,0.767,0.927,Ginger
38.89,55.8,19.21,31.57,68.93,6.948,57.1,Alluvial,2.624,0.629,1.31,Blackgram
16.38,53.45,82.03,31.05,50.89,6.93,66.4,Laterite,2.51,0.82,0.674,MothBeans
38.04,82.53,22.13,31.91,70.63,6.549,58.8,Alluvial,3.209,1.492,1.707,Blackgram
91.65,51.77,112.09,29.84,80.49,6.407,187.9,Laterite,1.678,1.049,0.592,Turmeric
71.06,47.53,43.71,13.92,67.78,7.178,108.5,Clay,2.235,0.587,1.09,Mustard
15.27,38.3,42.56,29.03,64.33,6.226,45.8,Black,2.173,0.549,0.498,MungBean
22.51,57.53,35.33,29.4,65.64,6.452,101.3,Alluvial,3.195,0.908,1.017,Groundnut
95.9,60.72,87.38,16.43,80.39,6.039,116.1,Red,1.814,0.892,1.747,Potato
95.95,51.55,120.0,20.61,78.74,6.565,156.4,Loamy,1.498,0.132,1.34,Ginger
103.06,61.69,88.33,22.75,87.26,6.143,177.5,Loamy,1.637,0.875,1.588,Ginger
97.34,104.59,37.24,25.87,74.53,5.79,92.7,Alluvial,1.054,0.795,1.429,Banana
102.42,35.23,40.23,18.42,57.49,6.754,81.9,Sandy,1.486,1.045,0.669,Mustard
68.94,38.11,78.51,26.3,73.34,7.019,73.2,Alluvial,1.958,1.103,0.677,Onion
26.81,14.36,33.48,26.45,96.17,5.369,152.8,Laterite,2.677,1.171,1.043,Coconut
21.71,68.05,96.17,29.57,44.6,5.908,79.2,Alluvial,3.62,0.627,1.004,PigeonPeas
73.31,32.47,37.52,16.18,64.14,7.07,95.0,Loamy,1.823,0.611,1.217,Mustard
72.65,46.37,92.96,20.44,73.07,6.813,60.3,Laterite,2.742,1.074,1.789,Onion
21.74,52.23,38.05,28.63,58.43,6.633,88.0,Laterite,1.945,1.247,0.365,Groundnut
84.59,35.54,39.58,12.03,67.89,6.904,72.5,Laterite,2.293,0.904,1.017,Mustard
74.7,44.85,36.44,24.67,80.04,6.278,206.6,Loamy,1.877,0.566,1.371,Rice
89.14,62.64,77.12,20.42,77.24,6.212,82.5,Black,2.578,0.908,0.843,Tomato
20.32,50.98,82.95,25.47,58.0,6.813,57.5,Alluvial,2.312,0.951,1.904,MothBeans
89.93,46.76,47.4,26.33,74.81,6.482,85.5,Sandy,3.521,1.191,1.549,Sunflower
19.76,60.15,84.52,26.11,55.27,7.162,35.5,Alluvial,1.513,0.38,1.02,MothBeans
21.59,61.25,96.49,21.19,62.73,6.328,72.7,Red,1.57,0.468,1.647,KidneyBeans
82.13,43.65,33.03,24.39,75.6,6.804,181.5,Black,0.727,0.461,1.659,Jute
69.11,43.52,28.04,21.25,59.62,6.819,67.0,Clay,2.978,0.569,1.149,Mustard
107.4,55.99,42.61,17.91,66.56,6.41,124.9,Laterite,1.48,0.946,1.539,Wheat
102.9,37.22,73.39,23.97,71.75,6.936,73.1,Sandy,2.248,0.984,0.854,Onion
19.39,53.75,36.2,26.01,64.24,7.271,74.2,Alluvial,2.042,0.932,1.303,Groundnut
42.49,59.99,55.09,24.93,68.25,6.804,100.6,Black,2.243,1.217,1.213,Soybean
80.25,56.15,51.13,22.83,58.61,6.292,65.8,Alluvial,3.413,0.333,0.813,Maize
82.74,49.88,92.69,24.35,77.21,6.032,95.8,Black,2.119,0.293,1.268,Tomato
22.46,50.13,30.92,28.87,67.81,6.662,79.8,Black,1.699,0.26,0.84,Groundnut
58.75,53.71,74.71,26.96,75.15,6.442,74.8,Laterite,1.48,1.061,1.839,Tomato
91.07,58.11,102.53,22.32,84.78,6.312,197.0,Loamy,1.327,1.214,1.0,Ginger
75.6,35.85,34.8,21.36,84.52,6.645,245.6,Laterite,2.238,1.369,1.339,Rice
77.2,71.58,105.59,22.73,82.88,6.63,187.1,Laterite,2.555,0.786,1.442,Turmeric
21.25,15.75,27.76,24.93,87.07,5.793,161.9,Red,2.442,1.099,1.581,Coconut
86.89,41.4,40.87,22.78,84.78,6.194,252.8,Black,2.235,1.008,1.416,Rice
23.05,38.08,36.16,24.92,63.42,6.819,54.0,Loamy,2.018,0.532,1.424,MungBean
70.4,35.49,92.58,25.54,68.05,6.879,68.4,Sandy,2.339,1.298,1.139,Onion
18.53,15.43,30.69,28.01,88.22,6.415,130.9,Laterite,2.113,0.265,1.406,Coconut
81.63,32.47,25.64,24.77,79.77,6.685,240.5,Sandy,1.961,0.258,1.242,Rice
83.57,57.88,47.58,20.41,77.18,6.904,101.1,Loamy,2.288,1.08,1.307,Sunflower
97.12,44.99,105.13,23.39,79.92,6.37,136.2,Loamy,1.738,1.183,1.401,Ginger
25.32,27.14,26.45,29.38,48.75,5.967,117.9,Sandy,1.589,0.947,1.305,Mango
92.27,50.77,40.51,21.58,70.57,6.808,118.8,Black,1.829,0.1,1.252,Wheat
18.83,57.01,95.23,27.7,48.21,6.137,108.7,Red,2.872,0.276,1.766,PigeonPeas
40.88,64.12,19.34,30.88,70.49,6.487,83.7,Red,1.757,0.706,0.86,Blackgram
119.3,64.73,89.18,21.46,84.26,5.563,133.7,Alluvial,2.522,0.65,1.024,Potato
81.17,37.99,41.43,21.81,86.25,6.379,208.4,Clay,1.365,1.404,1.215,Rice
23.5,58.48,29.02,23.82,67.6,6.961,101.4,Loamy,2.336,1.012,0.724,Groundnut
41.87,59.49,35.04,25.0,72.37,6.707,93.9,Laterite,1.77,0.683,1.73,Soybean
58.27,57.91,67.77,25.45,82.24,7.451,161.4,Sandy,1.344,1.004,0.54,Sugarcane
95.15,54.38,73.71,24.45,80.73,7.064,120.2,Red,2.32,0.775,0.572,Sugarcane
40.29,57.94,39.18,21.71,72.83,6.66,95.9,Black,2.22,0.885,1.239,Soybean
83.72,64.34,79.81,26.75,82.71,6.887,96.6,Clay,1.674,0.889,1.303,Sugarcane
71.42,61.64,77.07,25.11,69.68,6.062,86.3,Laterite,2.975,1.285,1.276,Tomato
77.99,41.13,86.71,24.34,76.29,7.048,77.8,Black,1.576,0.548,1.468,Onion
137.04,45.93,54.35,26.08,81.39,6.848,79.0,Black,2.024,0.599,1.54,Cotton
103.66,54.05,102.09,24.63,80.08,5.703,177.4,Red,3.227,0.444,1.133,Ginger
38.98,74.97,88.62,18.96,52.62,6.916,56.3,Red,2.798,0.506,1.354,ChickPea
19.17,122.3,194.27,18.99,97.2,6.031,109.5,Sandy,1.58,0.992,1.316,Apple
19.93,16.57,38.86,25.87,93.67,5.41,148.2,Sandy,1.547,1.224,0.897,Coconut
106.95,50.38,111.73,14.96,86.05,6.004,129.8,Alluvial,2.596,0.509,1.079,Potato
72.58,68.02,61.47,24.41,73.23,6.604,97.9,Black,2.459,0.917,1.479,Tomato
19.83,140.2,211.94,22.08,77.69,5.694,66.2,Loamy,2.243,0.875,0.614,Grapes
27.12,29.42,31.01,30.15,50.86,6.145,101.1,Red,1.118,0.713,1.442,Mango
49.54,81.95,20.68,26.98,63.94,6.703,62.9,Loamy,1.248,0.999,0.74,Blackgram
79.49,46.75,104.96,27.31,81.45,6.145,162.7,Red,2.774,0.641,0.939,Turmeric
71.25,46.36,41.08,23.12,67.37,6.344,70.0,Black,2.697,0.865,1.427,Sunflower
90.86,61.44,72.87,28.55,80.77,7.156,107.8,Clay,2.155,0.827,1.844,Sugarcane
63.21,60.37,35.15,23.86,79.63,5.571,159.9,Laterite,3.002,0.148,1.547,Jute
69.62,65.98,39.02,21.89,66.19,5.96,95.6,Laterite,2.658,0.188,1.134,Maize
80.61,84.59,58.25,21.54,73.46,6.019,106.3,Clay,2.331,1.384,1.366,Banana
13.17,74.84,13.76,18.01,60.72,6.743,41.6,Black,2.262,0.355,1.262,Lentil
73.21,42.68,38.4,25.27,83.05,6.385,187.1,Clay,2.467,0.931,1.825,Jute
127.19,54.61,48.83,27.89,73.95,7.054,60.1,Alluvial,2.742,0.404,1.063,Cotton
83.04,43.14,81.16,20.93,74.78,6.934,119.0,Laterite,2.198,0.316,1.136,Onion
24.05,53.27,34.31,28.17,62.77,6.569,98.8,Clay,1.288,0.577,1.398,Groundnut
98.77,36.91,105.73,26.18,87.17,6.313,141.7,Clay,1.507,0.789,1.589,Ginger
76.23,49.2,39.17,24.22,76.81,6.573,188.6,Black,2.384,0.627,0.737,Jute
118.16,56.12,92.8,28.32,76.78,7.314,150.7,Sandy,1.103,0.612,1.372,Sugarcane
23.03,18.62,34.03,28.4,94.26,5.638,136.7,Sandy,1.529,0.198,0.849,Coconut
64.63,49.46,30.73,26.79,77.93,6.559,152.8,Black,1.421,0.528,1.475,Jute
74.77,48.13,33.29,25.69,75.62,7.034,159.8,Alluvial,2.378,0.1,1.688,Jute
82.53,34.4,77.72,25.96,66.88,6.644,71.0,Sandy,2.983,0.692,1.744,Onion
80.29,54.66,38.71,24.42,73.54,6.119,125.3,Red,1.951,0.125,0.469,Maize
23.21,47.96,41.0,28.6,71.68,6.087,54.5,Red,1.335,0.693,1.366,MungBean
25.25,127.24,183.02,19.95,80.95,5.488,63.6,Red,3.172,1.147,1.575,Grapes
93.55,56.24,72.11,24.29,86.24,6.844,101.1,Laterite,2.802,0.737,0.785,Sugarcane
29.52,60.96,22.13,30.82,71.84,6.933,80.8,Loamy,1.96,0.513,0.311,Blackgram
93.22,45.93,35.06,19.33,65.0,6.149,125.3,Black,2.737,0.489,1.643,Maize
19.31,12.01,40.77,24.33,97.38,5.882,176.0,Sandy,1.997,0.826,1.404,Coconut
45.12,61.94,89.96,21.4,59.51,7.092,68.9,Alluvial,1.382,1.07,0.3,ChickPea
84.04,39.62,34.79,22.2,71.93,6.272,93.7,Black,2.515,0.334,0.566,Sunflower
84.19,54.87,116.48,28.77,82.15,5.903,207.0,Sandy,1.171,1.228,1.837,Turmeric
40.71,76.33,17.53,28.56,62.03,6.558,75.3,Black,1.702,1.134,1.225,Blackgram
94.38,52.33,78.44,21.05,81.12,6.227,173.4,Alluvial,2.642,0.688,1.177,Ginger
72.14,55.63,76.94,22.95,73.96,6.75,115.0,Black,1.575,0.231,1.605,Sugarcane
26.54,17.17,29.67,27.66,91.6,5.737,115.2,Loamy,1.98,0.495,1.434,Coconut
84.02,44.74,82.77,21.7,71.75,6.612,73.1,Laterite,1.891,0.987,0.963,Onion
125.22,57.86,94.46,21.63,78.95,6.157,132.2,Laterite,3.463,1.185,0.945,Potato
94.15,44.36,50.89,24.57,78.02,6.715,250.4,Sandy,1.332,0.857,1.789,Rice
28.98,136.96,159.13,25.51,80.59,5.949,73.5,Laterite,1.922,0.515,0.741,Grapes
72.37,46.59,45.98,16.22,65.03,7.001,70.1,Clay,2.186,1.63,1.183,Mustard
98.1,28.68,41.17,24.13,80.02,6.691,201.7,Laterite,3.08,0.609,1.043,Rice
42.72,67.81,33.49,21.26,58.37,6.598,66.2,Red,2.49,1.01,1.028,Soybean
74.31,38.07,36.03,23.18,83.73,6.675,201.6,Sandy,0.813,0.888,0.3,Rice
22.93,46.9,40.05,31.05,65.28,7.231,97.0,Laterite,1.86,1.621,1.079,Groundnut
72.57,40.31,37.08,25.54,80.78,6.306,148.2,Alluvial,1.794,0.853,1.19,Jute
13.45,60.73,65.45,19.46,56.49,5.993,74.0,Clay,1.996,1.293,1.54,KidneyBeans
78.08,48.06,53.29,22.72,77.7,7.039,208.8,Sandy,2.16,1.003,1.139,Jute
15.79,62.93,77.7,19.66,65.41,5.394,74.7,Sandy,1.491,0.772,1.641,KidneyBeans
15.55,141.25,214.71,22.94,99.0,5.853,113.4,Black,2.135,0.727,1.419,Apple
97.0,30.34,49.17,24.7,83.88,6.546,268.5,Sandy,2.049,0.632,0.809,Rice
109.13,63.82,82.52,18.83,76.21,5.711,132.9,Laterite,2.314,0.786,1.577,Potato
21.8,37.28,51.42,30.6,66.95,6.689,38.0,Clay,2.023,0.656,0.557,MungBean
18.98,40.99,72.65,23.39,51.05,7.125,38.8,Laterite,3.259,1.049,1.72,MothBeans
15.89,118.86,201.07,25.38,91.45,5.804,122.5,Sandy,2.307,1.157,1.498,Apple
113.99,83.43,47.24,25.33,75.42,6.175,108.3,Clay,2.664,0.573,0.3,Banana
82.18,64.44,67.2,24.21,69.49,6.659,94.3,Loamy,1.946,0.988,1.102,Tomato
45.47,54.55,52.49,20.64,70.12,6.844,117.8,Alluvial,2.439,0.743,1.713,Soybean
13.7,29.28,29.85,28.67,48.92,5.84,97.9,Sandy,3.048,0.881,1.453,Mango
99.4,51.08,75.49,25.24,87.0,6.279,171.2,Red,2.215,0.464,1.408,Ginger
85.61,36.02,44.57,14.49,71.65,7.148,108.2,Loamy,2.448,0.605,1.816,Wheat
24.05,77.41,66.4,21.28,63.08,6.205,68.2,Clay,3.195,0.662,1.613,KidneyBeans
20.81,144.3,162.77,24.6,93.55,5.5,95.6,Sandy,1.989,0.576,0.683,Apple
23.88,15.58,39.78,28.31,89.12,5.951,168.1,Alluvial,2.259,0.889,0.937,Coconut
41.14,62.62,84.97,17.4,57.18,7.101,77.7,Clay,2.742,0.96,0.356,ChickPea
83.96,55.44,91.17,25.89,66.44,6.445,71.3,Sandy,2.173,0.571,2.503,Tomato
20.7,75.9,78.0,25.21,50.08,5.796,107.5,Alluvial,2.039,0.843,1.464,PigeonPeas
97.73,64.51,83.64,23.94,85.24,7.253,122.5,Black,2.309,0.777,0.3,Sugarcane
70.71,39.88,64.89,16.68,70.05,6.637,120.2,Black,2.716,1.198,1.876,Maize
23.18,45.55,78.79,25.76,51.99,6.631,54.4,Loamy,2.129,0.734,0.762,MothBeans
34.47,47.34,33.1,28.91,68.24,6.758,89.0,Black,2.81,0.817,1.24,Groundnut
73.15,51.83,44.29,21.6,63.42,6.015,103.9,Loamy,1.935,0.622,2.227,Maize
18.27,53.05,82.6,28.62,55.75,7.001,52.7,Sandy,2.804,1.232,0.328,MothBeans
28.49,39.09,38.38,27.74,61.59,6.778,84.9,Clay,1.779,1.615,1.237,Groundnut
41.22,60.89,22.49,30.96,62.29,7.414,65.5,Sandy,1.289,0.751,0.861,Blackgram
81.88,51.38,35.95,23.91,67.91,6.901,107.9,Sandy,2.612,0.671,1.247,Sunflower
45.22,63.94,88.15,20.32,58.32,6.9,86.1,Red,1.782,0.608,0.911,ChickPea
17.28,51.71,71.82,30.8,49.91,7.161,66.6,Black,1.584,1.002,0.81,MothBeans
40.29,61.87,14.53,31.86,69.79,6.423,59.5,Black,1.256,1.003,1.493,Blackgram
78.56,47.88,40.35,25.75,79.81,6.301,175.9,Red,2.608,0.66,1.287,Jute
39.51,49.07,37.72,25.06,67.89,6.417,97.0,Black,2.557,0.472,1.761,Soybean
103.82,47.28,36.99,20.21,82.2,6.487,212.7,Black,2.345,0.463,0.728,Rice
22.78,47.68,36.16,27.31,71.9,6.5,32.8,Laterite,1.404,0.705,0.604,MungBean
87.35,44.01,50.59,21.25,61.0,6.45,90.1,Black,2.836,0.587,1.103,Maize
21.94,59.8,70.07,18.33,61.15,5.752,69.5,Alluvial,2.244,1.317,1.163,KidneyBeans
30.17,74.3,71.9,18.02,63.32,6.707,75.4,Sandy,2.582,0.436,1.133,ChickPea
24.75,63.69,80.5,18.8,58.96,6.119,72.4,Laterite,1.314,0.401,1.163,KidneyBeans
105.98,60.09,84.1,29.16,75.27,7.15,91.4,Black,1.831,0.851,1.235,Sugarcane
93.14,30.67,86.29,26.63,75.95,6.993,70.7,Loamy,1.423,0.852,0.604,Onion
78.67,47.39,47.62,29.55,82.0,7.043,69.9,Clay,3.328,0.887,1.282,Cotton
47.4,78.4,20.61,26.84,71.37,6.498,78.0,Black,2.445,0.589,0.993,Blackgram
21.83,83.33,18.57,20.15,57.72,6.648,55.0,Alluvial,1.243,0.803,0.856,Lentil
27.5,36.47,42.88,32.75,63.93,6.95,69.2,Laterite,2.243,1.012,1.334,MungBean
20.49,26.21,28.04,35.73,53.57,6.377,125.9,Loamy,1.887,0.753,1.49,Mango
80.62,62.54,86.64,25.36,76.76,6.73,88.9,Alluvial,3.268,1.172,0.48,Tomato
23.57,15.62,25.33,24.87,97.19,6.277,123.8,Clay,2.354,0.446,0.989,Coconut
20.92,15.2,34.49,24.89,87.7,5.64,156.5,Loamy,1.625,1.017,1.385,Coconut
95.44,59.38,62.05,28.4,73.64,7.225,141.5,Alluvial,2.041,1.217,0.933,Sugarcane
42.99,61.57,36.12,20.25,64.33,6.048,86.5,Black,2.028,0.7,1.1,Soybean
24.34,159.94,246.39,23.68,81.56,5.723,46.8,Loamy,1.259,0.735,0.758,Grapes
13.45,70.18,69.98,18.11,53.9,5.938,76.9,Loamy,3.355,1.241,1.362,KidneyBeans
80.39,57.52,90.23,28.19,78.64,6.238,79.5,Black,2.804,0.716,1.382,Tomato
111.63,85.25,53.84,26.22,71.04,5.734,119.0,Red,3.059,1.415,1.376,Banana
15.59,79.24,13.25,16.69,53.9,6.884,44.8,Loamy,1.184,1.028,1.036,Lentil
74.03,46.19,31.16,25.4,74.9,6.592,193.2,Red,2.701,0.412,0.918,Jute
20.39,64.23,86.23,30.73,46.66,5.93,91.1,Sandy,2.318,0.437,1.449,PigeonPeas
24.49,138.7,237.45,25.93,83.11,5.862,85.0,Red,1.844,0.572,0.399,Grapes
18.3,129.19,179.56,15.24,87.95,5.559,116.5,Sandy,2.748,0.411,0.675,Apple
75.58,42.43,38.45,24.46,79.91,6.877,147.0,Clay,2.571,1.0,1.424,Jute
126.98,40.76,55.96,24.16,79.56,7.301,65.1,Red,2.002,0.452,0.662,Cotton
37.33,74.21,17.51,32.8,69.49,6.556,75.5,Clay,2.831,0.899,0.635,Blackgram
17.36,33.63,35.78,31.36,45.47,5.988,83.3,Alluvial,2.488,0.875,1.334,Mango
19.31,22.14,28.39,29.83,49.65,5.962,114.8,Clay,2.337,0.668,1.176,Mango
30.14,53.14,32.2,27.52,55.84,6.715,114.8,Loamy,1.67,0.804,1.14,Groundnut
20.61,70.59,74.61,19.73,58.5,5.949,69.3,Loamy,2.065,0.646,0.991,KidneyBeans
17.45,129.04,189.78,21.71,95.79,6.08,125.5,Sandy,2.358,0.823,1.218,Apple
16.01,41.09,76.47,26.88,51.45,6.537,53.5,Red,2.697,0.572,1.058,MothBeans
105.65,50.88,41.22,21.51,82.21,7.612,82.7,Alluvial,1.939,0.904,1.206,Cotton
87.89,65.64,71.72,24.36,73.82,7.177,107.3,Black,2.302,0.337,1.64,Sugarcane
67.08,49.57,42.96,21.53,71.48,6.786,76.9,Black,2.151,0.63,1.151,Sunflower
21.44,33.26,37.0,29.46,64.54,6.358,50.6,Clay,2.427,0.656,1.369,MungBean
30.83,72.33,76.29,21.49,58.52,6.023,82.8,Red,1.014,0.599,0.403,KidneyBeans
23.22,13.56,30.64,24.27,92.32,6.045,157.5,Alluvial,3.214,0.772,0.974,Coconut
20.5,30.09,23.55,32.13,55.14,5.859,110.0,Sandy,1.405,1.114,0.833,Mango
19.4,29.22,30.11,27.74,51.78,5.914,103.6,Red,2.051,1.03,1.066,Mango
71.49,38.44,50.56,24.99,79.86,6.706,196.8,Clay,2.82,0.711,1.825,Jute
89.96,58.89,125.06,26.03,85.66,6.882,171.1,Black,1.953,0.717,0.846,Turmeric
41.98,70.24,93.92,20.8,57.24,7.008,57.9,Laterite,2.235,1.074,1.24,ChickPea
63.11,42.14,68.43,25.28,62.44,6.847,92.3,Red,1.715,0.748,2.037,Onion
80.9,43.85,39.88,18.31,59.81,7.003,81.0,Sandy,1.785,0.1,1.004,Mustard
25.13,12.12,27.56,26.19,95.33,6.522,176.6,Sandy,1.398,1.07,1.449,Coconut
83.02,39.62,35.94,18.86,53.61,7.162,83.6,Black,2.537,0.754,1.277,Mustard
90.47,40.18,39.64,20.28,80.66,6.402,225.8,Clay,2.517,0.539,1.435,Rice
19.38,57.76,72.82,16.16,61.46,6.418,73.8,Red,1.148,1.052,1.266,KidneyBeans
82.47,49.29,29.23,26.57,78.98,6.409,194.8,Black,2.507,0.998,0.767,Jute
22.06,58.98,76.65,27.4,59.15,6.714,41.1,Clay,1.572,0.715,1.44,MothBeans
75.81,52.65,34.92,26.14,81.47,6.802,177.0,Black,1.462,1.04,1.13,Jute
16.24,74.58,20.65,18.39,56.28,6.848,41.9,Red,2.13,0.344,1.027,Lentil
103.84,68.06,119.44,30.08,82.22,5.959,216.8,Loamy,2.074,1.199,0.819,Turmeric
62.58,46.38,39.41,18.3,59.77,7.72,80.0,Red,1.658,0.556,0.969,Mustard
17.18,69.01,15.28,21.46,54.2,7.267,52.4,Laterite,2.007,0.862,1.194,Lentil
17.89,129.73,210.35,21.79,82.58,5.18,85.8,Loamy,3.426,0.631,1.01,Grapes
88.81,40.45,55.66,22.42,63.46,5.491,86.6,Black,2.99,0.907,1.243,Maize
96.62,63.87,84.26,24.53,82.89,7.474,90.0,Alluvial,2.613,1.133,1.067,Sugarcane
26.95,52.29,89.45,26.92,53.82,7.107,47.9,Black,2.717,0.56,1.586,MothBeans
111.62,46.14,88.51,20.43,84.99,6.632,186.7,Black,2.327,0.682,1.842,Potato
74.68,55.78,56.28,23.05,64.72,5.893,95.6,Laterite,2.004,1.044,1.228,Maize
89.73,71.05,81.04,18.34,73.79,6.228,76.7,Laterite,2.187,0.304,1.549,Tomato
38.99,62.09,73.21,19.53,57.46,7.306,74.4,Laterite,1.743,0.726,1.717,ChickPea
21.67,15.7,26.95,29.21,91.87,5.656,131.3,Alluvial,4.37,0.507,1.711,Coconut
104.64,51.13,88.09,16.66,84.73,5.783,141.1,Clay,1.597,1.139,1.708,Potato
26.29,38.29,34.94,32.47,51.62,6.558,44.8,Clay,1.781,0.105,1.179,MungBean
62.54,35.85,26.15,21.76,81.29,6.129,247.0,Loamy,3.204,0.736,0.763,Rice
118.46,86.75,47.07,23.63,72.96,6.49,92.7,Clay,2.546,1.165,1.292,Banana
18.14,65.47,68.62,28.04,50.14,5.748,97.7,Loamy,2.777,1.081,1.444,PigeonPeas
136.01,41.1,47.31,25.13,81.11,6.597,81.2,Red,2.024,1.246,1.268,Cotton
19.97,48.62,40.08,31.58,61.43,7.24,96.2,Black,2.637,0.654,0.894,Groundnut
20.27,60.76,79.13,28.64,48.36,6.691,128.9,Black,1.586,0.693,1.391,PigeonPeas
18.56,78.59,19.51,21.62,59.89,6.879,53.3,Red,2.25,0.867,1.401,Lentil
17.91,52.36,17.17,20.7,53.36,6.657,46.6,Clay,1.265,0.877,0.877,Lentil
130.43,33.78,54.17,18.78,78.22,7.758,78.6,Clay,2.325,0.786,1.26,Cotton
129.52,66.95,100.53,20.2,80.55,6.387,154.4,Black,1.737,0.124,0.592,Potato
77.68,36.55,53.17,18.42,63.23,6.371,102.0,Sandy,2.781,0.496,1.392,Maize
70.23,40.53,26.56,16.58,60.93,7.17,93.4,Clay,1.256,0.539,0.981,Mustard
71.05,52.48,44.38,14.92,63.19,6.771,120.5,Black,1.703,0.816,1.222,Wheat
12.98,20.0,29.69,36.61,50.11,6.091,104.1,Sandy,2.507,0.568,0.385,Mango
86.84,40.72,32.58,18.32,69.49,7.642,74.2,Sandy,1.649,0.527,0.81,Mustard
99.83,53.3,130.53,24.8,85.2,6.238,202.5,Alluvial,1.981,0.625,1.377,Turmeric
74.59,36.5,93.42,21.53,65.84,7.178,73.9,Alluvial,1.906,1.385,1.114,Onion
47.24,57.19,47.32,24.13,63.67,6.449,90.2,Red,1.487,0.444,0.779,Soybean
16.7,67.05,18.65,18.63,61.44,7.017,49.9,Red,2.912,1.11,1.543,Lentil
